url;ipAddr;caseSensitive;fileExtension;defaultPage;allHeaders;serverHeader;xPoweredByHeader;xGeneratorHeader;cookies;iconsAlias;apache_pb2gif;poweredbypng;apacheht;COM1;LPT1;AUX;url20k;header20k;doubleHeaders;nmapOsName;nmapOsClass;nmapOsFull;r400;r403;r404;r405;r413;r414;r431;r501;r505;r400F;r403F;r404F;r405F;r413F;r414F;r431F;r501F;r505F;serverNameLabel;progLangLabel;osLabel
https://alephbaeck.ca:443/;108.167.159.21;TRUE;;;;Apache;;;;404;;;404;404;404;404;13103fcf17a6afe305186e5b5343b34d;4c895a1c72a2135bc91e7cfe7a46e227;c68cc480513c3aa65c66948faa5da189;Linux 2.6.32;9411520c98e80ee40d2ff1b0f1690cdf;3ad6c42c8d1e3121f82b1dc83ac3ab0f;4ec18338c5f96ced5eb7a14d78bd935e;;;;;3350c6ad40cfa53271136d6a79a3c52a;;6b153859f42bbb7363ea4eadf52aed8e;;765723742c4ecd4732968754bb00b518;;;;;777ac0a7e1913d43ed1fa58da70ecad5;;1819bc847002a267db8cf4d39d92d87c;;Apache;;Linux
http://myspecotech.com:80/;65.254.18.17;TRUE;aspx;;5590dd50e437f066ae4f360b28341114;Microsoft-IIS/7.5;ASP.NET;;93f37926d433cd8f307f8439ef535e4d;200;;;200;404;404;404;1ef3bb0a0f21e2edc8cde51dbb4a5d50;c68cc480513c3aa65c66948faa5da189;c68cc480513c3aa65c66948faa5da189;Microsoft Windows 7 SP1 or Windows Server 2008 R2;2f49b26fc9af55fd280070146f8d0bcc;f0c43e4cfa4ff57e3b670e1375b37444;;;;;;;;;;93b17548f8f23ad8a33060f706baca1d;;;;;13f39bc2608363e208ba9494d5d6379c;;;;IIS;ASP.NET;Windows
https://vailmovies.com:443/;216.41.211.75;FALSE;php;;;Microsoft-IIS/8.5;ASP.NET;;5ac3f408507512df6d64baaed825f224;404;;;404;404;404;404;1ef3bb0a0f21e2edc8cde51dbb4a5d50;c68cc480513c3aa65c66948faa5da189;c68cc480513c3aa65c66948faa5da189;Microsoft Windows Server 2012 or Windows Server 2012 R2;0ce986eaa400d871aa0e289843de2391;7d1a9a8053a7076d3c4c1031bb0be138;;;;;;;;;;812cb069327a73bb5d9f95c392c722c2;;;;;13f39bc2608363e208ba9494d5d6379c;;;;IIS;ASP.NET;Windows
https://sehdispatcheruk.vovici.net:443/;3.124.46.236;FALSE;;242c23ea412530c7d94b77a7a978c176;;Microsoft-IIS/10.0;ASP.NET;;139ca440f8b8b1aff4d07a4d289eff50;401;;;401;500;500;500;1ef3bb0a0f21e2edc8cde51dbb4a5d50;;898ff7e68629ed84c2fd0bbd2cac0a65;Linux 2.6.32;0959b6cf255a247a444ff2392a4fb83e;7f9275db2d5f555a7a53ef6a91c8fdf3;0a898c659dd8be68af8eae4c33d19deb;;;b97f6a37fa8bceac74ce76318f79d50b;;2007b65e09edbc24ddbc9b3fd18a88bb;;;93bce02a9814f231b234fec55e1c2efa;d6c04e4eb745292df372c0de6e76d82e;;;f248937ee502ba0343a9bbca6386d978;;fc50136dc320f18aec462b37261cbe3b;;;3e755616fd5f72466aa6e2c14473a54e;IIS za Nginx;ASP.NET;Windows
https://maps.cityofmobile.org:443/;52.86.87.245;;;;;Microsoft-IIS/10.0;ASP.NET;;;404;;;404;404;404;404;1ef3bb0a0f21e2edc8cde51dbb4a5d50;c68cc480513c3aa65c66948faa5da189;c68cc480513c3aa65c66948faa5da189;Linux 2.6.32;0959b6cf255a247a444ff2392a4fb83e;7f9275db2d5f555a7a53ef6a91c8fdf3;0a898c659dd8be68af8eae4c33d19deb;;e5e0eb7601058b84b633423ee72c7527;b97f6a37fa8bceac74ce76318f79d50b;;2007b65e09edbc24ddbc9b3fd18a88bb;;;93bce02a9814f231b234fec55e1c2efa;d6c04e4eb745292df372c0de6e76d82e;;5343c1a8b203c162a3bf3870d9f50fd4;f248937ee502ba0343a9bbca6386d978;;fc50136dc320f18aec462b37261cbe3b;;;3e755616fd5f72466aa6e2c14473a54e;IIS za Nginx;ASP.NET;Windows
https://resident.propertyboss.net:443/;13.77.207.121;FALSE;php;;;Microsoft-IIS/8.5;ASP.NET;;;404;;;404;404;404;404;1ef3bb0a0f21e2edc8cde51dbb4a5d50;c68cc480513c3aa65c66948faa5da189;c68cc480513c3aa65c66948faa5da189;Microsoft Windows Server 2012;78c0608daecb30dc454b649ccc80f335;06ca2a4b145e9b43d8819257dcde77c4;;;;;;;;;;93b17548f8f23ad8a33060f706baca1d;;d41d8cd98f00b204e9800998ecf8427e;;;13f39bc2608363e208ba9494d5d6379c;;d41d8cd98f00b204e9800998ecf8427e;;IIS;ASP.NET;Windows
https://www.signwaves.co.uk:443/;80.244.184.53;FALSE;;;;Microsoft-IIS/10.0;ASP.NET;;;200;;;200;404;404;404;1ef3bb0a0f21e2edc8cde51dbb4a5d50;c68cc480513c3aa65c66948faa5da189;c68cc480513c3aa65c66948faa5da189;AVtech Room Alert 26W environmental monitor;38ffbfbab242fcfe34c5ef8e95ab99a0;355e6d4997a3fbcea43f3d0a58893930;;;;3f5d75deeaf32ba2095eb473e5710d1f;;;;cdf3693349171f474b18e9f62a863605;;93b17548f8f23ad8a33060f706baca1d;;67932d4b695e1d6b19dfc2e3610761ff;ef8f5a1f6050d89c60130946ad0a7869;;13f39bc2608363e208ba9494d5d6379c;;1256823df8a8449c6de329280788989e;;IIS;ASP.NET;Windows
http://221.159.128.165:80/;221.159.128.165;FALSE;;dfbd1ee66a4e792349591b88660c0956;f2516e69c00c766e88b92a2d3f80ad7e;Microsoft-IIS/7.5;ASP.NET;;;404;;;404;404;404;404;1ef3bb0a0f21e2edc8cde51dbb4a5d50;c68cc480513c3aa65c66948faa5da189;c68cc480513c3aa65c66948faa5da189;Microsoft Windows 7 SP1 or Windows Server 2008 R2 SP1 or Windows 8.1 Update 1;c606809846e76bedfb07b3c9eb5755b9;bd27be155b615e304ee6a15875b3ef04;;;e5e0eb7601058b84b633423ee72c7527;3f5d75deeaf32ba2095eb473e5710d1f;;;;cdf3693349171f474b18e9f62a863605;;93b17548f8f23ad8a33060f706baca1d;;5343c1a8b203c162a3bf3870d9f50fd4;ef8f5a1f6050d89c60130946ad0a7869;;13f39bc2608363e208ba9494d5d6379c;;1256823df8a8449c6de329280788989e;;IIS;ASP.NET;Windows
https://xpressions.tatapower.com:443/;103.115.97.75;FALSE;;;;Microsoft-IIS/10.0;ASP.NET;;;404;;;404;404;404;404;1ef3bb0a0f21e2edc8cde51dbb4a5d50;c68cc480513c3aa65c66948faa5da189;c68cc480513c3aa65c66948faa5da189;Cisco Adaptive Security Appliance (ASA 8.4);283861f1c1bf14fc5c95e9bbe61bce36;13bef582522fbf608ff6a0662367e559;;;5f6e9021e11150b3f1220a95f9bc6bb4;3f5d75deeaf32ba2095eb473e5710d1f;;;;cdf3693349171f474b18e9f62a863605;;93b17548f8f23ad8a33060f706baca1d;;;ef8f5a1f6050d89c60130946ad0a7869;;13f39bc2608363e208ba9494d5d6379c;;1256823df8a8449c6de329280788989e;;IIS;ASP.NET;Windows
https://remote.sonus-es.com:443/;143.59.8.230;FALSE;;242c23ea412530c7d94b77a7a978c176;51f59887cc8eb24d41a1c8115d252e6e;Microsoft-IIS/10.0;ASP.NET;;;404;;;404;404;404;404;1ef3bb0a0f21e2edc8cde51dbb4a5d50;c68cc480513c3aa65c66948faa5da189;c68cc480513c3aa65c66948faa5da189;Tomato 1.28 (Linux 2.4.20);e61a0649de6e42e3d04fbe823680891e;55a50e1e05a32b2554d1178b209aaeab;;;e5e0eb7601058b84b633423ee72c7527;;;;;cdf3693349171f474b18e9f62a863605;;93b17548f8f23ad8a33060f706baca1d;;5343c1a8b203c162a3bf3870d9f50fd4;;;13f39bc2608363e208ba9494d5d6379c;;1256823df8a8449c6de329280788989e;;IIS;ASP.NET;Windows
